"","W1","W2","W3","W4","W5","Count"
"1988","sure","how","i","feel","about",7
"1989","cant","wait","to","share","it",7
"1990","the","best","part","of","my",7
"1991","its","just","a","matter","of",7
"1992","you","have","a","great","week",7
"1993","look","on","the","bright","side",7
"1994","for","the","shout","out","we",7
"1995","get","to","know","each","other",7
"1996","to","go","back","to","work",7
"1997","i","wanna","go","to","the",7
"1998","thanks","for","the","rt","love",7
"1999","this","weekend","is","going","to",7
"2000","weekend","is","going","to","be",7
"2001","of","catching","up","to","do",7
"2002","for","coming","out","last","night",7
"2003","what","is","going","on","in",7
"2004","in","my","life","right","now",7
"2005","have","a","great","day","and",7
"2006","i","cant","stop","thinking","about",7
"2007","the","same","thing","over","and",7
"2008","same","thing","over","and","over",7
"2009","im","not","a","big","fan",7
"2010","on","the","indie","top","ten",7
"2011","the","indie","top","ten","plus",7
"2012","indie","top","ten","plus","one",7
"2013","top","ten","plus","one","radio",7
"2014","ten","plus","one","radio","show",7
"2015","anyone","know","of","a","good",7
"2016","going","to","be","a","busy",7
"2017","please","please","please","follow","me",7
"2018","let","me","know","how","i",7
"2019","me","know","how","i","can",7
"2020","know","how","i","can","help",7
"2021","to","one","of","my","favorite",7
"2022","let","me","know","when","u",7
"2023","thats","what","happens","when","you",7
"2024","you","going","to","do","with",7
"2025","i","dont","have","to","be",7
"2026","going","to","be","the","last",7
"2027","the","next","week","or","so",7
"2028","i","think","i","just","saw",7
"2029","going","to","be","at","the",7
"2030","the","last","day","of","school",7
"2031","i","hope","you","are","well",7
"2032","sorry","to","hear","about","your",7
"2033","we","need","to","have","a",7
"2034","you","have","a","lot","of",7
"2035","thanks","for","following","the","hilltop",7
"2036","for","following","the","hilltop","on",7
"2037","following","the","hilltop","on","twitter",7
"2038","people","all","over","the","world",7
"2039","tomorrow","is","going","to","be",7
"2040","i","will","check","it","out",7
"2041","every","now","and","then","i",7
"2042","ready","to","go","back","to",7
"2043","it","out","of","the","park",7
"2044","i","just","want","to","get",7
"2045","to","see","you","all","there",7
"2046","have","a","great","weekend","and",7
"2047","my","neck","of","the","woods",7
"2048","im","in","the","mood","to",7
"2049","were","going","to","have","to",7
"2050","a","special","thank","you","to",7
"2051","i","was","just","trying","to",7
"2052","have","no","choice","but","to",7
"2053","ever","have","one","of","those",7
"2054","i","hope","i","get","to",7
"2055","as","good","as","it","gets",7
"2056","and","it","works","just","cause",7
"2057","it","works","just","cause","its",7
"2058","i","need","to","get","my",7
"2059","cant","go","back","to","sleep",7
"2060","thank","you","all","for","your",7
"2061","to","call","it","a","night",7
"2062","im","not","going","to","be",7
"2063","i","wish","you","the","best",7
"2064","havent","tweeted","in","a","while",7
"2065","is","what","you","make","it",7
"2066","i","want","to","see","it",7
"2067","can","we","interview","you","and",7
"2068","we","interview","you","and","on",7
"2069","interview","you","and","on","wednesday",7
"2070","you","and","on","wednesday","at",7
"2071","and","on","wednesday","at","the",7
"2072","on","wednesday","at","the","wallingford",7
"2073","wednesday","at","the","wallingford","ct",7
"2074","at","the","wallingford","ct","show",7
"2075","has","to","be","one","of",7
"2076","know","what","they","are","doing",7
"2077","if","you","dont","like","me",7
"2078","look","forward","to","meeting","you",7
"2079","for","all","that","you","do",7
"2080","thanks","for","following","better","wine",7
"2081","for","following","better","wine","guide",7
"2082","i","love","you","more","than",7
"2083","when","are","you","coming","back",7
"2084","it","makes","me","feel","like",7
"2085","for","the","follow","and","the",7
"2086","birthday","to","her","please","what",7
"2087","to","her","please","what","kind",7
"2088","her","please","what","kind","of",7
"2089","please","what","kind","of","donuts",7
"2090","what","kind","of","donuts","do",7
"2091","kind","of","donuts","do","the",7
"2092","of","donuts","do","the","boyz",7
"2093","donuts","do","the","boyz","like",7
"2094","do","the","boyz","like","dd",7
"2095","i","want","to","do","a",7
"2096","i","knew","there","was","a",7
"2097","on","my","way","to","a",7
"2098","to","catch","up","on","the",7
"2099","its","good","to","be","back",7
"2100","in","front","of","the","tv",7
"2101","i","would","like","to","try",7
"2102","to","share","it","with","you",7
"2103","the","first","time","in","the",7
"2104","have","you","ever","heard","of",7
"2105","to","keep","up","with","the",7
"2106","brought","tears","to","my","eyes",7
"2107","i","am","so","glad","i",7
"2108","i","cant","believe","i","just",7
"2109","thanks","to","everyone","that","came",7
"2110","everyone","that","came","out","to",7
"2111","i","hope","i","can","get",7
"2112","i","dont","know","if","its",7
"2113","we","are","here","to","help",7
"2114","in","the","corner","of","the",7
"2115","is","one","of","the","only",7
"2116","i","close","my","eyes","and",7
"2117","i","can","only","imagine","how",7
"2118","you","guys","are","going","to",7
"2119","thanks","for","the","follow","you",7
"2120","birthday","hope","you","have","a",7
"2121","heres","my","number","so","call",7
"2122","my","number","so","call","me",7
"2123","number","so","call","me","maybe",7
"2124","find","it","hard","to","believe",7
"2125","if","you","havent","seen","it",7
"2126","i","cant","wait","to","meet",7
"2127","that","you","would","like","to",7
"2128","i","would","love","to","know",7
"2129","thoughts","and","prayers","go","out",7
"2130","just","wanted","to","say","that",7
"2131","it","doesnt","have","to","be",7
"2132","was","supposed","to","be","a",7
"2133","have","to","go","back","to",7
"2134","to","go","back","to","school",7
"2135","ill","let","you","know","what",7
"2136","have","to","be","at","work",7
"2137","what","are","you","doing","this",7
"2138","do","you","have","a","link",7
"2139","last","night","i","had","a",7
"2140","i","had","a","dollar","for",7
"2141","in","need","of","a","new",7
"2142","do","you","have","to","be",7
"2143","know","what","im","talking","about",7
"2144","for","the","rest","of","his",7
"2145","if","i","do","say","so",7
"2146","go","all","the","way","to",7
"2147","take","a","look","at","my",7
"2148","it","seems","to","be","a",7
"2149","have","said","it","better","myself",7
"2150","just","for","the","sake","of",7
"2151","happy","mothers","day","to","you",7
"2152","when","i","get","out","of",7
"2153","what","a","beautiful","day","in",7
"2154","a","beautiful","day","in","the",7
"2155","does","it","mean","to","be",7
"2156","but","i","dont","have","any",7
"2157","you","cant","wait","to","see",7
"2158","today","is","my","someday","will",7
"2159","day","in","the","life","of",7
"2160","once","in","a","while","but",7
"2161","i","have","a","thing","for",7
"2162","i","guess","i","have","to",7
"2163","thanks","for","the","ff","love",7
"2164","it","too","much","to","ask",7
"2165","on","my","to","do","list",7
"2166","i","just","want","to","say",7
"2167","thank","you","for","a","great",7
"2168","see","what","we","can","do",7
"2169","just","one","of","those","days",7
"2170","thanks","for","the","follow","im",7
"2171","are","you","going","to","make",7
"2172","i","know","i","can","do",7
"2173","in","the","direction","of","your",7
"2174","the","direction","of","your","dreams",7
"2175","must","be","doing","something","right",7
"2176","forward","to","learning","more","about",7
"2177","now","i","just","need","to",7
"2178","on","the","back","of","my",7
"2179","is","a","good","place","to",7
"2180","may","the","fourth","be","with",7
"2181","the","fourth","be","with","you",7
"2182","glad","you","had","a","good",7
"2183","i","dont","know","if","you",7
"2184","to","get","caught","up","on",7
"2185","can","u","please","follow","me",7
"2186","spent","a","couple","of","hours",7
"2187","you","are","going","to","have",7
"2188","rt","thanks","for","the","follow",7
"2189","happy","fathers","day","to","all",7
"2190","to","meet","you","at","the",7
"2191","today","is","gonna","be","a",7
"2192","and","i","just","wanted","to",7
"2193","as","the","rest","of","the",7
"2194","has","a","nice","ring","to",7
"2195","up","a","copy","of","the",7
"2196","had","so","much","fun","with",7
"2197","what","you","have","to","say",7
"2198","today","is","the","first","day",7
"2199","the","top","of","the","th",7
"2200","come","to","the","conclusion","that",7
"2201","i","can","always","count","on",7
"2202","hope","youre","having","a","wonderful",7
"2203","for","the","follow","i","hope",7
"2204","cant","remember","the","last","time",7
"2205","is","going","to","be","my",7
"2206","want","to","learn","how","to",7
"2207","please","please","follow","me","i",7
"2208","every","single","one","of","your",7
"2209","what","i","have","to","do",7
"2210","in","the","next","few","months",7
"2211","i","do","what","i","can",7
"2212","why","is","it","that","the",7
"2213","right","now","i","want","to",7
"2214","i","made","this","account","to",7
"2215","made","this","account","to","support",7
"2216","this","account","to","support","you",7
"2217","account","to","support","you","please",7
"2218","to","support","you","please","follow",7
"2219","support","you","please","follow","me",7
"2220","you","please","follow","me","im",7
"2221","i","would","love","to","hear",7
"2222","to","do","so","little","time",7
"2223","how","are","you","going","to",7
"2224","is","a","waste","of","time",7
"2225","hope","u","have","a","great",7
"2226","best","of","luck","with","the",7
"2227","it","should","be","noted","that",7
"2228","and","every","one","of","you",7
"2229","waking","up","in","the","middle",7
"2230","i","want","you","to","be",7
"2231","good","to","see","you","on",7
"2232","to","everyone","who","came","to",7
"2233","have","a","great","rest","of",7
"2234","this","is","a","very","good",7
"2235","to","spend","the","rest","of",7
"2236","i","love","the","way","you",7
"2237","i","am","going","to","need",7
"2238","has","come","a","long","way",7
"2239","i","think","of","all","the",7
"2240","to","catch","up","on","some",7
"2241","mothers","day","to","all","you",7
"2242","you","may","be","able","to",7
"2243","as","much","as","you","can",7
"2244","it","will","be","interesting","to",7
"2245","what","it","is","like","to",7
"2246","at","the","base","of","the",7
"2247","its","only","a","matter","of",7
"2248","just","to","be","able","to",7
"2249","going","to","be","one","of",7
"2250","i","dont","even","know","if",7
"2251","can","i","get","a","happy",7
"2252","i","get","a","happy","birthday",7
"2253","thats","what","i","was","thinking",7
"2254","end","of","the","day","we",7
"2255","am","really","looking","forward","to",7
"2256","it","would","have","to","be",7
"2257","i","dont","even","want","to",7
"2258","get","a","kick","out","of",7
"2259","shut","the","fuck","up","and",7
"2260","i","can","only","imagine","what",7
"2261","thanks","for","following","looking","forward",7
"2262","for","following","looking","forward","to",7
"2263","im","not","much","of","a",7
"2264","rt","if","you","love","your",7
"2265","i","want","to","see","you",7
"2266","has","to","do","with","the",7
"2267","thanks","to","everyone","who","participated",7
"2268","are","in","the","process","of",7
"2269","its","going","to","be","amazing",7
"2270","with","my","name","on","it",7
"2271","list","of","things","to","do",7
"2272","trying","to","figure","out","why",7
"2273","no","need","to","worry","about",7
"2274","on","to","the","next","one",7
"2275","it","just","so","happens","that",7
"2276","to","get","the","word","out",7
"2277","not","going","to","lie","i",7
"2278","we","would","love","to","have",7
